,hard,soft,Gamma,log(NH)
0,0.3145395215308601,0.6559926821408402,0.460252696993576,21.35557830104087
1,0.21386759064810484,0.9679815187162482,2.6844265224800576,22.350839781820333
2,0.39337932388545066,0.7120755602212843,0.3103163510902534,21.438554075100686
3,0.15117567604197263,0.8051370413314145,1.304971360858484,21.822258705595104
4,0.9147982154065001,0.9152130466639761,0.4396302236831062,22.624588557636365
5,0.4267300626927206,0.9500605561730012,1.3841001104422817,22.187811338131073
6,-0.17620627019168839,0.3426373749367577,1.505700934894766,21.14382760720384
7,-0.8859711989747725,-0.6529825123506477,4.436504241509676,19.560918347004435
8,-0.5541111916439593,0.9011049817365029,4.944958223054138,22.263778302833856
9,-0.3935266078957528,0.912572116971625,4.091674050754931,22.234156737649545
10,0.08948438975963689,0.3493039763902343,0.7454757887132785,19.845600905281017
11,-0.15331394383551494,0.5851217181421522,1.7600550441028244,21.60171957026206
12,-0.23960821624057105,0.15090899208149286,1.513746027757343,20.2892996563193
13,0.10217796955399303,0.39000483082968795,0.7490043272341512,20.552558525978625
14,0.8658147639170533,0.9343986689727892,0.8468389240288426,22.585806237750866
15,0.752341532377633,0.9325819994037691,4.61010029157522,22.897149353694704
16,-0.9103985756180898,-0.707833229565887,4.794947876959617,19.92270155689275
17,0.9793735222568736,0.7372442657554381,2.834852438304427,23.12578364777373
18,-0.5530458671414397,-0.14543527671649525,2.400328837884272,19.677714674484037
19,-0.25267666337813144,0.13635999774277593,1.5416349324814278,20.201530547546703
20,-0.922500463654774,-0.7430438483503597,4.995801336649733,19.527758215637853
21,0.4787202647684207,0.8504384686076256,0.3838397200274701,21.77839411751203
22,0.32357033075489827,0.48901155620572967,0.2232132751119853,20.145922929822266
23,0.45141394546258895,0.9335648694019457,1.0344483531166482,22.090860754046062
24,0.9929897837649286,0.7039840777065436,2.869972855934739,23.419879055789604
25,-0.0703323289763846,0.2741777245661541,1.1227586925380997,20.404998948521836
26,0.9772387052691482,0.8016983310179232,0.4884274070818073,22.898558050927242
27,-0.3512047147878104,0.6934525363789645,2.7227299145410027,21.869022520392072
28,0.9894298315561553,0.7105811923703012,4.030006520067708,23.37038911307062
29,-0.2396710948197584,0.7526966611889587,2.4559050702478773,21.89816347872764
30,0.9872673336633054,0.7013913674636386,4.235885672916893,23.327384730783358
31,0.08502411868861688,0.9764783763465746,3.7307580295719074,22.46178190754421
32,-0.03585235773757448,0.3865818367454571,1.1347546156452752,21.014442162376657
33,-0.625308319910513,-0.18273050042879993,2.723411564322977,20.56267001960437
34,0.32420722819316233,0.9536111811990854,1.8248975606828983,22.22570988629927
35,0.22122233562568255,0.9772080637064373,4.725189734812326,22.6513014390787
36,-0.09627020701469101,0.34178235257595,1.2638067256869725,20.977795007260664
37,0.8465680895437997,0.9282261770736607,2.0848626028971373,22.738083376356006
38,-0.3732451939802088,0.7641059216308005,3.046393528438846,21.97315769877137
39,0.5410622641424273,0.8295173425288076,0.0793009584019044,21.672068018622685
40,-0.5332433508884282,-0.05972939350221657,2.3949756799052544,20.70019634873567
41,-0.7710390202863169,-0.3868637370892864,3.47591063465913,20.599103424467913
42,-0.7684723482722285,-0.19064003248065298,3.701544841270401,21.277601802318035
43,-0.5819198345326861,-0.16609659101375654,2.516871137683121,20.09400123825304
44,-0.06717070920729291,0.6715106850775148,1.64595744917162,21.68642617421399
45,-0.819769987321589,-0.4849374983898536,3.816438521306881,20.496744879933587
